id,Title,Content
7951,"Try-It Week","Every term, the UNA offers over 200+ programs at our community centres. We hand-picked special art, sports, fitness and educational programs and we’re offering a FREE trial class for each at the Wesbrook Community Centre.

Class sizes are limited so reserve your spot by registering online starting August 19.

Check out the full schedule at <a href=""http://myuna.ca/tryit"">myuna.ca/tryit</a>."
7955,"Treasured Bulb Sale","Come discover garden favourites, rare wonders and specialty bulbs for all seasons. Our sale focuses on less common, dormant bulbs, corms, tubers and rhizomes–donated by the Garden, volunteer propagation groups, and the Friends of the Garden. In previous years, our crew prepped and sold 150 different taxa from <em>Acis</em> to <em>Zantedeschia.</em>

New! <a href=""http://www.agc-bc.ca/events/AGC-BC-Fall-Sale"" target=""_blank"" rel=""noopener noreferrer"">The Alpine Garden Club of BC Fall Plant Sale</a> will be on-site – enjoy the expanded selection of these two popular sales together in one location.

The Treasured Bulb Sale is organized by the <a href=""https://botanicalgarden.ubc.ca/about/friends-of-the-garden/"" target=""_blank"" rel=""noopener noreferrer"">Friends of the Garden</a>. All proceeds support UBC Botanical Garden."
8000,"The Japanese Way of Tea","Deepen your understanding of the Japanese culture, and experience the Japanese tea ceremony at the Nitobe Memorial Garden. The Urasenke Foundation of Vancouver hosts tea ceremonies at Nitobe Memorial Garden throughout the summer.

Tea ceremonies are held at 11:00 am, 12:00 pm (noon), 1:00 pm, 2:00 pm and 3:00 pm.

Cost is $10. Please note the garden admission fee is separate. Reservations are strongly encouraged to avoid disappointment as space is limited to ten people for each ceremony. Reservations of more than two people must be paid in advance. Socks are required. Please contact Keith Snyder at <a href=""mailto:krsnyder@shaw.ca"">krsnyder@shaw.ca</a> for reservations."
8003,"The Japanese Way of Tea","Deepen your understanding of the Japanese culture, and experience the Japanese tea ceremony at the Nitobe Memorial Garden. The Urasenke Foundation of Vancouver hosts tea ceremonies at Nitobe Memorial Garden throughout the summer.

Tea ceremonies are held at 11:00 am, 12:00 pm (noon), 1:00 pm, 2:00 pm and 3:00 pm.

Cost is $10. Please note the garden admission fee is separate. Reservations are strongly encouraged to avoid disappointment as space is limited to ten people for each ceremony. Reservations of more than two people must be paid in advance. Socks are required. Please contact Keith Snyder at <a href=""mailto:krsnyder@shaw.ca"">krsnyder@shaw.ca</a> for reservations."
8116,"Clothing Fix-It & Swap-It","<b>Fix-it
</b>Bring any clothing or textile items in need of repairing and learn how to fix them! All supplies and skills to mend your garment will be provided.

What to bring: Any items that you would like to repair

<b>Swap-it
</b>Got a closet of fantastic clothes that you don’t wear anymore? Bring them to our first UNA clothing swap. This is your chance to pass along some unused items and pick up a few new favourites. All clothng items brought to the event will be displayed and available for anybody to take. There is no limit to the amount of items you are allowed to take home! Change rooms and mirrors will be available.

This event is free to attend.

What to bring: Any clothing items (that is clean and wearable) that you do not want*

*If you don't have items to bring, you can still take items home!

This event has been made possible by AMS Sustainability, as a part of a student-led project collaboration between the University Neighbourhoods Association and the UBC Faculty of Science (Scie 420) as a part of the SEEDS Sustainability Program."
8119,"Community Yard Sale","<div>

Come to the first Community Yard Sale at the Wesbrook Community Centre and support local re-use! This is a great chance to pass on your old treasures and find some new ones.

To sell items at the sale, please register at Wesbrook Community Centre, Old Barn Community Centre, or <a href=""https://ca.apm.activecommunities.com/myunarecreation/Activity_Search/6036"">online.</a> Table rental is $15 (Maximum two tables per registrant)

This event is free to attend.

Please note that table registration is now closed.

</div>"
8125,"UBC Farm Practicum in Sustainable Agriculture - OPEN HOUSE","<img class=""gmail-attachment-medium gmail-wp-post-image"" src=""http://youngagrarians.org/wp-content/uploads/2017/09/Screen-Shot-2017-09-25-at-1.54.18-PM-720x288.png"" alt=""UBC Farm"" width=""562"" height=""225"" />

&nbsp;

<strong>The 2020 UBC Farm Practicum in Sustainable Agriculture is now accepting applications!</strong>
<div class=""entry-content"">
<div>

The UBC Farm Practicum can be taken as either a seven-month (April – October), or as a five-month (April – August), experiential-learning program.  The program is part-time (approximately 20 hours per week), and is designed for aspiring farmers, urban gardeners, environmental educators, and students with an interest in applying their learning about sustainable agriculture and food systems. The program is often taken as a non-credit Certificate program; however, <u>6-9 academic credits are available</u> for interested students.

Participants gain a deeper understanding of agricultural management and small-scale farming, and a network of incredible people to support them along the way.  The main approach to learning within the program is hands-on practice.  Participants carry out seasonal farming activities with leadership provided by UBC Farm staff in the greenhouses, gardens, fields, orchards, and at our farmers’ markets. In addition, the program includes numerous guest speakers, field trips to various farming operations within the province, and access to a plot at the UBC Farm for individual and shared production.

The UBC Farm is a 24-hectare gem, the largest urban farm in Vancouver, British Columbia, and situated on a site with numerous research, educational, and community outreach activities.

Please see the UBC Farm Practicum website for detailed information and access to the online application:

<a id=""LPlnk649672"" href=""http://ubcfarm.ubc.ca/community/practicum-in-sustainable-agriculture"">http://ubcfarm.ubc.ca/community/practicum-in-sustainable-agriculture</a>

All applications received by September 24th will be considered for Early Admission.  All applications for the Regular Deadline pool are due by <strong>October 27th.  </strong>Please note: To enroll in the Practicum program, you do NOT have to be a UBC student or post-secondary student.

A <strong>Practicum Open House</strong> will occur on  <strong>September 14<sup>th</sup>, 12 pm – 2 pm.  </strong>We will provide a forum to ask questions, meet current practicum students, and receive a tour of the site.  No registration is needed.


<img class=""gmail-aligncenter gmail-wp-image-12860"" src=""http://lfs-ubcfarm.sites.olt.ubc.ca/files/2018/04/DSC_6477-940x628.jpg"" alt="""" width=""442"" height=""295"" />

</div>
</div>"
8137,"Mysterious Barricades Free Concert","The <a href=""https://www.mysteriousbarricades.org"">Mysterious Barricades Concert Society</a> hosts a series of 15 one-hour concerts across Canada between September 5th and September 14th to mark World Suicide Awareness Week. This concert series comprises of performances by some of Canada’s finest musicians and includes genres of classical, choral, jazz, and more.

The UBC School of Music invites the community to join in this celebration of music, fostering connections, and building resilience by attending the free <a href=""https://music.ubc.ca/calendar-index/2019/9/14/mysterious-barricades"">UBC Mysterious Barricades concerts </a>on September 14 at Roy Barnett Music Hall, featuring performances by UBC President and Vice-Chancellor, Santa Ono, Nancy Hermiston, Director, UBC Opera Ensemble, and more.
<ul>
 	<li>When: September 14, 2019, 7pm-8pm</li>
 	<li>Where: Roy Barnett Music Hall,</li>
 	<li>FREE Tickets: <a href=""https://www.eventbrite.ca/e/2019-vancouver-concert-for-suicide-awareness-prevention-and-hope-tickets-63456000606"">Eventbrite</a></li>
</ul>
For more information, visit <a href=""https://wellbeing.ubc.ca/mysteriousbarricades"">wellbeing.ubc.ca/mysteriousbarricades</a>

&nbsp;"
8174,,"UBC Thunderbirds Mens Hockey

UBC"
8181,"UBC Football 'FAN FAIR'","Hey T-Bird fans! Come out and support your UBC Football team at their first ever ""FAN FAIR"" game happening this Saturday, September 28th, at Thunderbird Stadium.

This game is all about challenging fans to show us there best Thunderbird spirit! So grab your face paint, grab your blue &amp; gold, and bring your loudest cheering voice as we will be giving away a tonne of prizes to the wackiest outfits, the smoothest dance moves, and the loudest cheering T-Bird fans!

Be sure to follow us @ubctbirds on Instagram/Twitter/Facebook to stay up to date with all of the event details and other special events throughout the year.

See you there!"
8188,UBC,"Hey T-Bird Fans!"
8194,"UBC Men's Hockey 'HOME OPENER'","Hey Hockey Fan's! Come out and support your UBC Men's Hockey team as they take on their biggest rival, the defending conference champions Alberta Golden Bears, in their home opener this Friday, September 27th, at Thunderbird Arena.

It will be an exciting season for the T-Birds this year as Head Coach Sven Butenschon has added a wealth of WHL talent to his roster, including standout Defencemen Jarret Tyszka, who was selected in the 5<sup>th</sup> round by the Montreal Canadiens in this years NHL Draft.

This is a family friendly event with lots of prizes to be won and a post-game autograph signing so fans can get the opportunity to meet and greet the NHL stars of tomorrow!

Bring your blue &amp; gold and lets cheer on our UBC THUNDERBIRDS!

See you there :)"
8208,"UBC Women's Hockey 'HOME-OPENER'",
8209,"UBC Women's Hockey 'HOME-OPENER'","Hey T-Bird Fans! It's October now, and as the pumpkin spice season quickly approaches, so does your UBC Women's Hockey 2019/2020 season HOME-OPENER! This is sure to be an exciting match up as the T-Birds are fired up to get their season started against one of their biggest inter-conference rivals, the University of Calgary DINO's! Head Coach Graham Thomas is entering his 8th season with the Birds' and is looking to capture his 4th conference championship for the Blue &amp; Gold as this may be one of his most talented squads to date. So grab your pumpkin spice lattes and come cheer on your UBC Thunderbirds!

Puck drop is at 7pm at the Doug Mitchell Thunderbird Sports Centre!

See you there :)

&nbsp;

<em>*UBC Staff and Faculty can attend this game for free by presenting a valid UBC Staff/Faculty ID Card at the gate.</em>"
8221,"Apple Festival at UBC Botanical Garden","<h2>October 19 &amp; 20, 2019, 11 am - 4 pm</h2>
&nbsp;

A family event for all ages, UBC Apple Festival celebrates one of BC’s favourite fruits. From learning about the diversity of apples to tasting rare and unusual varieties, Apple Festival is a great opportunity to discover more about this delicious fruit.

This year, we are expecting to receive and sell conventional apple varieties, heritage, and “tried and true.” We will also have approximately 1600 pounds of pears (up to 9 varieties), and 25 pounds of Quince.

We recommend you arrive early. Some varieties of apples sell out quickly. A list of apples and trees available for sale will be posted in October.

&nbsp;
<h3>Activities and Displays</h3>
<strong>Friends of the Garden Apple Tasting Tent </strong>
One of the most popular activities at the Apple Festival is the Friends of the Garden Apple Tasting Tent. For an additional $5 (cash only), curious event goers can taste a up to 40 new and heritage BC-grown apples.

<strong>Children's Area
</strong>Kids can engage in a number of activities in the Children’s Area, ranging from face painting, games and storytelling. They can learn about biodiversity, the environment, bees and other pollinators and more from our outreach partners. And don't miss everybody's favourite—the Leaf Pile!

<strong>Best Apple Display in Canada
</strong>Also at the event is The Vancouver Island-based BC Fruit Testers Association, who hosts a physical display of the nearly 200 apple varieties that are still grown in British Columbia.
<ul>
 	<li>Demonstrations of grafting and cider-pressing</li>
 	<li>Apple ID - try to stump the experts with apple varieties from your garden (hint: bring along six apples from your unidentified tree)</li>
 	<li>Master Gardeners will be available to discuss apple and fruit tree-related diseases and pest management for those seeking problem-solving advice</li>
 	<li>Learn all about bees and pollination</li>
</ul>
<strong>Attractions at the Garden
</strong>Be sure to spend some time exploring our beautiful Botanical Garden:
<ul>
 	<li>Take a “walk in the trees” on the Greenheart TreeWalk - special event pricing in effect!</li>
 	<li>The Shop in the Garden features an exciting array of apple-related merchandise as well as tools, books and gifts</li>
 	<li>Our Garden Centre has a wide variety of fruit and ornamental trees and hundreds of plants for your garden</li>
</ul>
<div>And don't miss our Food Fair and live entertainment!</div>
&nbsp;

<strong>Admission </strong>

Admission is <strong>$5 (cash only) </strong>for adults; children 12 and under free.* Apple Festival admission includes Garden admission.
<em>*Membership cards or passes for UBC Botanical Garden Members, UNA members, affiliated organizations and Groupons are not accepted in lieu of the $5 admission fee.</em>
This fundraising is organized by the <a href=""https://botanicalgarden.ubc.ca/about/friends-of-the-garden/"" target=""_blank"" rel=""noopener noreferrer"">Friends of the Garden</a>. All proceeds support UBC Botanical Garden."
8255,"UBC Football 'LEGACY GAME'","Hey T-Bird Fans!
<p style=""text-align: left"">Come out and support your UBC Football team as we honour the legendary Frank Smith at our first ever LEGACY GAME on October 19th. In 21 seasons as the Thunderbirds’ head coach, Frank Smith won two national championships, made the final on two other occasions, won five Canada West titles and compiled a 126-90-4 record which included a 22-game winning streak. He also sent 47 players to the CFL.</p>
As always, this is a family friendly event with lots of prizes to be won along with some exciting half-time entertainment! So grab your friends, grab your blue &amp; gold, and come cheer on your UBC Thunderbirds!

Be sure to follow us on social media to stay up to date with our awesome giveaways and all of the upcoming T-Bird action!

<strong>Facebook:</strong> /gothunderbirds

<strong>Twitter:</strong> @ubctbirds

<strong>Instagram:</strong> @ubctbirds

See you at the game!

&nbsp;"
8264,"Fall Classic 2019 with Great Trek Festival","The Fall Classic 2019 will be taking place at the Point Grey campus on October 26th from 7:30am - 1:00pm. The course is 5km, 10km, 4 person 10km relay and a half marathon."
8292,"UBC Volleyball 'HOME OPENER'","Hey Volleyball Fans! Come out and support your UBC Thunderbirds Men's and Women's Volleyball teams as they start their season at home in War Memorial Gym on November 1st! UBC Women's Volleyball are looking to come out strong this season as they are the defending National Champions and the top team to beat in the country. UBC Men's Volleyball are also looking to reclaim their National Title glory from 2018 after a strong recruiting off-season.

We are offering all UNA Members 50% off regular priced tickets as a token of our appreciation for your continued support of the UBC Thunderbirds! Simply email thunderbirds.marketing@ubc.ca to get your 50% off access code.

Be sure to follow us on social media to stay up to date with all of the exciting T-Bird action:

<strong>Facebook:</strong> /gothunderbirds

<strong>Twitter:</strong> @ubctbirds

<strong>Instagram:</strong> @ubctbirds

See you at the game!"
8299,'THUNDERSTRUCK',"Hey T-Bird Fans! Make sure to keep your schedules clear for this one as THUNDERSTRUCK is one of our largest festival events of the year. Watch our defending National Champions, the UBC Women's Volleyball team, take on the Thompson Rivers Wolfpack in what is sure to be a SOLD-OUT crowd at War Memorial Gym on Friday, November 22nd!

As always, this is a family friendly event with lots of giveaways and prizes to be won (and maybe something extra special will be in store for our fans). So be sure to grab your friends, grab your blue &amp; gold, and come cheer on your UBC Thunderbirds!

Be sure to follow us on social media to stay up to date with our awesome giveaways and all of the upcoming T-Bird action!

<strong>Facebook:</strong> /gothunderbirds

<strong>Twitter:</strong> @ubctbirds

<strong>Instagram:</strong> @ubctbirds

See you at the game!"
8312,"Floral Arrangement and Holiday Decorations","Connect community members, share cultural experiences and discuss topics of common concern. Organized by the UNA Multicultural Committee and facilitated by invited speakers. Registration is required.

Join Corazon and learn how to get your home ready for holidays with flowers and ornaments. Corazon is a UNA resident and a volunteer, she lives in Chancellor Place."
8325,"A Spooktacular Halloween at Wesbrook Village","<h2>Prepare yourself for a Bootiful Evening!</h2>
Back again this year is our frighteningly famous Wesbrook Village Trick-or-Treating event &amp; more on<b> October 31, 2019 from 4:00pm - 6:00pm</b>. Bring your little ghosts and goblins to participating Wesbrook Village retailers for treats (while quantities last). Don't forget to vote online on our <a href=""http://bit.ly/33ePOsm"" target=""_blank"" rel=""nofollow noopener noreferrer"">Instagram</a> page for the best decorated store to be entered for a chance to win a $50 Wesbrook Village Shopping Spree

<b>Trick-Or-Treating (Oct 31 at 4-6pm)
</b>On Halloween Thursday, bring your little ghosts and goblins to the participating shops and services for delicious treats

<b>Best Decorated Store Contest/Giveaway (Oct. 31)
</b>Vote online for your favorite decorated store on Instagram (@wesbrookvillage) to be entered to win a $50 Wesbrook Village Shopping Spree!
<b>
Haunted House and Halloween-themed Crafts &amp; Games (Oct 31, 4-6pm)
</b>The Wesbrook Community Center will be home to a haunting with their haunted house and other Halloween-themed crafts and games. Recommended Age 7 to 12 years.

<b>Be Seen, Be Safe at Wesbrook Eyecare (<i>while quantities last</i>)</b>
Get a reflective sticker for your child's Halloween costume to make sure they're seen while trick-or-treating at night"
8337,"Diwali Festival","Visit the cultural craft corner. Paint your own diya clay lamp. Have a henna design painted on your hand. Learn how to wear a sari. Listen to Indian music performed by UBC’s Sargam group. Watch Indian classical and folk dances. Participate in a Bollywood dance demonstration and class.

Indian snacks and refreshments will be available for cash purchase."
8346,"UBC Basketball 'HOME OPENER'","Hey T-Bird Fans! Come out and support your UBC Men's and Women's Basketball teams as they take on the University of Calgary Dino's at our annual HOME OPENER event happening on November 8th at War Memorial Gym!

We are offering all UNA Members 50% off regular priced tickets as a token of our appreciation for your continued support of the UBC Thunderbirds! Simply email thunderbirds.marketing@ubc.ca to get your 50% off access code.

Be sure to follow us on social media to stay up to date with all of the exciting T-Bird action!

<strong>Facebook:</strong> /gothunderbirds

<strong>Twitter:</strong> @ubctbirds

<strong>Instagram:</strong> @ubctbirds

See you at the game!"
8353,"All-Candidates Forum","The All-Candidates Forum will be held at the Wesbrook Community Centre.

This is an opportunity to hear from and engage with candidates in the upcoming elections."
8418,"Remembrance Day Ceremony","This year’s Annual Remembrance Day ceremony at UBC will be held on Monday, November 11, 2019 in the War Memorial Gym. The event is open to all and is an opportunity for all to honour and remember all those who served in times of war, military conflict and peace.

Doors to the Gym will open at 10:00 am

The ceremony, which draws approximately 1,200 people, will include music provided by the UBC Opera Ensemble, short readings and remarks. Members of the platform party include:
<ul>
 	<li>The Honourable David Eby, Attorney General and MLA for Vancouver-Point Grey</li>
 	<li>Lindsay Gordon, Chancellor, UBC</li>
 	<li>UBC HOST: Santa J. Ono, President and Vice-Chancellor, UBC</li>
 	<li>EMCEE: Professor Nancy Hermiston, O.C., University Marshal and Director, Opera Ensemble, UBC School of Music</li>
 	<li>Chris Hakim, President, Alma Mater Society - UBC Vancouver</li>
</ul>"
8426,"President's Concert Series - Jon Kimura Parker and Desmond Hoebig","&nbsp;

As part of the President’s Concert Series, Santa J. Ono, President and Vice-Chancellor, UBC, presents a special concert featuring two outstanding Canadian musicians: pianist Jon Kimura Parker and cellist Desmond Hoebig performing works of classical music composers: Stravinsky, Bach, Chopin and Brahms.

Lobby: opens at 5:30 pm (one hour prior to performance)
Chan Shun Concert Hall: opens at 6:00 pm"
8438,"President's Concert Series - Sounds and Science: Vienna Meets Vancouver","Music and Science are presented together, thereby leading to novel insights and concepts.

Join us for a concert featuring internationally celebrated musicians, among them members of the Vienna Philharmonic Orchestra paired with scientific insights from researchers, Faculty of Medicine, UBC.

The idea of combining music and medicine into the “Sounds &amp; Science” – scientific concert series started in 2008, when the Austrian violinist Rainer Honeck played Bach’s Chaconne in d-minor directly before a keynote lecture, held by Nobel laureate Peter Doherty, at the Austrian Society of Allergology and Immunology’s yearly meeting in Vienna. The experience at that lecture was remarkable, truly a special moment. Attendees of the “Sounds &amp; Science” series have also described that music opens the mind, and enables a better understanding of concepts in life and thereby science in general.

The November 30th program features music by classical music composers Mozart, Schubert, Strauss, Brahms and Shostakovich. Interspersed with lectures on Infectious Disease, Life Sciences, Healthy Aging and the Future of Cancer Research."
8443,"WINTER THUNDERLAND","Hey Hockey Fans!"
8470,"WINTER THUNDERLAND","Hey sports fans! We have an exciting T-Bird event coming up that you definitely do not want to miss! WINTER THUNDERLAND is UBC’s first ever holiday themed festival event highlighting Women in Sport. This festival event kicks off with a public skate followed by a hockey game featuring UBC Women's Hockey. The event also includes a festival zone with fun all-ages winter-themed activations:

&nbsp;
<ul>
 	<li>Large inflatables</li>
 	<li>Air hockey table</li>
 	<li>Bubble hockey table</li>
 	<li>Tic-tac-toe hockey skills game</li>
 	<li>Downhill skiing simulator</li>
 	<li>Gingerbread-making station</li>
 	<li>Holiday craft-making station (cards and/or ornament making)</li>
 	<li>T-BIRD SWAG GIVEAWAYS</li>
 	<li>And much more!</li>
</ul>
&nbsp;

Tickets are just $5 for UNA residents, and the public skate and festival zone are FREE with purchase of your $5 hockey ticket. The event kicks off at 12:30pm at Doug Mitchell Thunderbird Sports Centre on UBC campus, a 10 minute walk from Wesbrook Village. Full details and to buy tickets visit gothunderbirds.ca/wthunderland.

&nbsp;

Be sure to follow us on social media to stay up to date with our awesome giveaways and all of the upcoming T-Bird action!

<strong>Facebook:</strong> /gothunderbirds

<strong>Twitter:</strong> @ubctbirds

<strong>Instagram:</strong> @ubctbirds

HAPPY HOLIDAYS EVERYONE!

&nbsp;"
8569,"Wesbrook Village Holiday Festival","<h3>The Holiday Festivities Continue at Wesbrook Village!</h3>
Following our <a href=""http://www.discoverwesbrook.com/posts/christmas-tree-lighting-ceremony--3"">Christmas Tree Lighting Ceremony</a> last week, join us as we continue to celebrate the most wonderful time of year this Saturday, December 7th. Don't miss your chance to memorialize this holiday forever with a family photo with Santa Claus and to sneak in some holiday shopping at Wesbrook Village.

The festivities kick into full gear at 12:00PM with the arrival of Santa for Santa Photos at our local <a href=""http://www.discoverwesbrook.com/posts/td-canada-trust"">TD Canada Trust</a> location. The cost of entry: a donation of a non-perishable item, to be given to the <a href=""https://foodbank.bc.ca/"">Greater Vancouver Food Bank</a>. Additionally there will be holiday sampling at <a href=""http://www.discoverwesbrook.com/posts/rogers-chocolates"">Rogers' Chocolate</a>, <a href=""http://www.discoverwesbrook.com/posts/murchie-s-fine-tea"">Murchies' Tea</a>, and <a href=""https://virtuouspie.com/locations/canada/ubc-wesbrook-village/"">Virtuous Pie</a>, accompanied by music in Norman Mackenzie Square to boot.
<h6>*Bring Your Own Camera</h6>"
8584,"Public Open House (DP19036)","Join UBC Campus and Community Planning and the applicant team to review plans for The Conservatory - a proposed residential tower and townhouse development for Lot 5 at the corner of Berton Ave and Binning Rd in Wesbrook Place."
8605,"Movie Night - Lion King (2019)","Bring the whole family to The Old Barn Community Centre once a month for Family Movie Night! $2 admission. Popcorn, snacks, and drinks are available for sale, cash only. Chairs will be provided but feel free to bring your blankets and pillows. Parents must accompany their children.

Doors open at 6 p.m., movie starts at 6:30 p.m."
8608,"Movie Night - Toy Story 4","Bring the whole family to The Old Barn Community Centre once a month for Family Movie Night! $2 admission. Popcorn, snacks, and drinks are available for sale, cash only. Chairs will be provided but feel free to bring your blankets and pillows. Parents must accompany their children.

Doors open at 6 p.m., movie starts at 6:30 p.m."
8611,"Movie Night - Secret Life of Pets 2","Bring the whole family to The Old Barn Community Centre once a month for Family Movie Night! $2 admission. Popcorn, snacks, and drinks are available for sale, cash only. Chairs will be provided but feel free to bring your blankets and pillows. Parents must accompany their children.

Doors open at 6 p.m., movie starts at 6:30 p.m."
8614,"Lunar New Year Celebration 2020","Join us in welcoming in the Year of the Rat at the Wesbrook Community Centre. This family event will feature music, dance, games, crafts and other exciting activities. This is a great way to celebrate Asian culture and to meet your neighbours."
8616,"Kids Take over UBC","Celebrate Family Day weekend by participating in a kids-run Arts and Culture festival at UBC. Family Passes are available for purchase online at a discounted rate for UNA residents."
8618,"Family Day Pajama Party","Bring your family to The Old Barn for a pajama party. Join us for a movie matinee, themed crafts, games, and story times. Participants in pajamas will receive free popcorn during the movie."
8638,,
8640,"Shoot for the Cure","<strong>The UBC Thunderbirds are continuing in their tradition of fundraising in the fight against cancer as part of U Sport’s <em>Shoot for the Cure</em> initiative.</strong>

&nbsp;

<img class=""wp-image-8642 aligncenter"" src=""https://www.myuna.ca/wp-content/uploads/2019/12/2019_VARSITY_Basketball-Womens_Shoot-For-The-Cure_UBC_Digital_Signage_Network-1600x900px-1024x576.jpg"" alt="""" width=""482"" height=""271"" />

The Shoot for the Cure campaign has proven an overwhelming success since it was launched in the fall of 2007 with over $1 million in donations.

This year T-Bird teams will be fundraising at games on Friday 10 January, 2020. Please consider coming out to support our athletes while also supporting the Canadian Cancer Society.

Donations will be collected on the Canadian Cancer Society's behalf at basketball games on January 10:
<ul>
 	<li>Fri, January 10 // 6:00 pm &amp; 8:00 pm // Women’s &amp; Men’s Basketball at War Memorial Gym vs Trinity Western Spartans</li>
</ul>
Fans are encouraged to wear pink to support this initiative and raise awareness for a great cause.

Tickets start at $5 and $2 parking is available on the roof level of the North Parkade, near War Memorial Gym and roof level of the Thunderbird Parkade, adjacent to Doug Mitchell Thunderbird Sports Centre."
8644,"Winter Classic 2020","<h2 style=""text-align: center"">Get Your Tickets to Winter Classic 2020 - UBC Thunderbirds'</h2>
<h2 style=""text-align: center"">Biggest Hockey Game of the Year!</h2>
<img class=""wp-image-8645 aligncenter"" src=""https://www.myuna.ca/wp-content/uploads/2019/12/2019_VARSITY_Hockey-Mens_Winter-Classic_UBC_Digital_Signage_Network-1600x900_Rush-1024x576.jpg"" alt="""" width=""446"" height=""251"" />

&nbsp;

Are you ready for the 6th annual? In 2017, 2018 and 2019, we SOLD OUT with over 5,500 fans cheering on the UBC Thunderbirds Men's Hockey Team and this year should be no different!

<strong>WHEN:</strong> January 17, 2020 at 7:00 PM (Doors open @ 5:00 PM)
<strong>WHERE:</strong> Thunderbird Arena at Doug Mitchell Thunderbird Sports Centre
<strong>VS:</strong> Manitoba Bisons

Come early for the pre-game festival on the arena concourse (continues throughout game play). In addition to the main event hockey game, your ticket gets you access to:
<ul>
 	<li>Outdoor festival zone in front of arena</li>
 	<li>Live music &amp; DJs</li>
 	<li>Dance teams</li>
 	<li>Hockey skills games</li>
 	<li>Lots of giveaways &amp; prizes</li>
 	<li>Face painting &amp; poster making stations</li>
 	<li>Food &amp; drinks</li>
</ul>
This is a not-to-be-missed event on campus and a great way to kick off your weekend.

Watch for our booths in the Nest on campus to pick up tickets if you can't buy online (check back for dates and times)."
8647,"Pride Night 2020","Join us for an exciting evening of volleyball action as the UBC Thunderbirds Men's and Women's teams take on the <strong>Trinity Western Spartans</strong> for what promises to be an epic battle of volleyball rivals.

Pride Night is a great opportunity for us to celebrate the inclusive environment at UBC and to celebrate LGBTQ+ pride. For this annual event we are partnering again with the <a href=""http://vgva.com/"">Vancouver Gay Volleyball Association</a>.

We welcome all fans and dressing up for the occasion is highly recommended and encouraged (be colourful!!). And we invite you to bring along your favourite noisemaker (and a friend) to ensure we loudly show our support for all of the teams.
<table>
<tbody>
<tr>
<td><strong>SATURDAY 25 JANUARY</strong>
Women's Volleyball - First Serve: 5:00 p.m.
Men's Volleyball - First Serve: 6:30 p.m.</td>
</tr>
</tbody>
</table>
&nbsp;

Ticket Prices:

$5 UBC Students

<strong>$5 UNA residents</strong>

$10 Adults

$5 Youth <em>(ages 6 - 17)</em>

$5 Concessions <em>(Seniors 65+, UBC Staff/Faculty; UBC Alumni; UNA Residents; Visiting Students)</em>

$20 Family (2 adults, 2 youth; purchase 4 x concession tickets)

Free for kids 5 and under"
8652,"Courtside 2020","<p style=""text-align: center""><strong>Get your tickets to the biggest basketball night of the year!</strong></p>
<p style=""text-align: center"">Presented by the UBC Thunderbirds x The Calendar x AMS Events x UBC Birdcage</p>
<img class=""alignnone  wp-image-8653 aligncenter"" src=""https://www.myuna.ca/wp-content/uploads/2019/12/2020_VARSITY_General_Basketball_Courtside_UBC_Digital_Signage_Network-1600x900_GRANT-1024x576.jpg"" alt="""" width=""502"" height=""282"" />

Whether you've always been a basketball fan or you've recently fallen in love with the game watching the Raptors clinch their first NBA championship in June 2019, we have the perfect UBC event for you: our annual COURTSIDE Basketball festival happening on Friday February 7.

&nbsp;

<article>Help us fill War Memorial Gym with screaming fans, to give our teams the home court advantage and show our opponents - the Winnipeg Wesmen - how much school pride we have in our Thunderbird Basketball teams.</article>Secure your seat at the Women's game tipping off at 6pm followed by the Men's team at 8pm.

Come early for our pre-game festival on the War Memorial Gym concourse and enjoy lots of extra fun and goodies throughout the evening:
<ul>
 	<li>Contesting and prizes (stay tuned for details)</li>
 	<li>Live half time shows</li>
 	<li>Entertainment during breaks in play</li>
 	<li>Basketball skills games</li>
 	<li>Photo ops with our T-Bird Mascot 'Thunder'</li>
 	<li>Face painting &amp; poster making stations</li>
 	<li>Live DJs</li>
 	<li>Food &amp; drinks</li>
</ul>
<strong>** </strong>Keep an eye on our social channels for your chance to win a true VIP Courtside experience.<strong>**</strong>

<article></article><article>The court action wraps up by 9:30pm but the Thunder continues at our official after party (stay tuned for details).
</article>
<table>
<tbody>
<tr>
<td colspan=""2"">
<h4><strong>Game Details:</strong></h4>
</td>
</tr>
<tr>
<td>Friday February 7
UBC Vs. Winnipeg Wesmen
War Memorial Gym @ UBC
Women's Basketball Tip-Off: 6:00 p.m.
Men's Basketball Tip-Off: 8:00 p.m.</td>
</tr>
</tbody>
</table>
&nbsp;

Ticket Prices:<i></i>
$15 Adults
$10 Youth <em>(ages 6 - 17)</em>
$10 Concessions <em>(Senior (65+), UBC Staff/Faculty, UBC Alumni, UNA, visiting student)</em>
$10 UBC Students
$40 Family Rate (2 adults, 2 youth: buy 4 concession tickets)
Free for kids 5 and under"
